query_id,answer
BHqkB8hyVBLYjeJk,a588f6a8c3cf7bb9 ad86467ee810f2d2 a56fd64b3ff5130f f7bd6c612e4dbe56 203bd20bd909376d f4310a574a8537ff 955dada2f9842dcb f6cafc65bc477089 611804dbb9c68a4c 8d41bcd6245bfc44 fa2e60c159e58a9b 871aab2dc46e0765 fa8f3e2db701c980 52f65d310d04442c 3d94dce8c6582c6b 6e28821e5a681b5a 219b726aaeaf24a6 ea4b62cd245b9a77 86ed21b72a45fe76 6eb4a74791507649 e6fd0c4927b8ecfe 74a6a5f32ce2e073 479921ffb188a298 5f72019e2d330941 6ca646f31be2f88a 8faa23f4d1760458 65ebc71554572353 c5cf3b754d14ac2f 0c067e5bd5bc2710 1c087d336ebc3d78 b4017e6e7d3fded8 a5f683039464cdbf 04a433604469adc8 295f73ab7eb6cfd1 f4a3eb6f8ca8348a 74e0d44528cf4e3b 706a7da9befff978 9e21b8e5a71a0ea0 afd5f77a734f5878 2260d8524ac0ee6c 4030be553978c72e 4394d0895f5a41ec 2aa0bb4b66a26abf 3762b4cd21a5311c ef50c253de4b7247 77591840de7e9360 5f1212b462302a49 45f6cc4d467bba46 cec2129b96de2003 df63f15b03fa2b62
dkPW1ez4OuJlKP6f,bbf504a6b1a049c6 bd5db5a85cb5d137 3273767a2bb49d6b 6584cfa935839cf4 90ca0ea2a53ee04d 01346d7ab677a006 38c5b2e1ad821947 8c701d10e55df960 d79b58fec1add8c9 31a2c9b8ffea389f c6a0d82b9f767c9d 2d4cf41b40e79793 ce42b5f35d48e553 4ded79793f35192e aa9e701f81fc28ea 56cd81bbc4677a4c a762aba1c70e5af9 59e13b6f7c8b570a dca7f2ed9829d508 806d23a4615e5841 0622457858881bfa 4bbb6cf166d6242d d16c6aad87b0dd06 85f30ff0b0c08deb 5b55c6db2a0aa044 2e56aac6c3631389 5e6990c777ec0d90 24dcada9402c5760 8eea14ee03828dc8 b8177f68755b48d9 b73cf40726633654 6653907c8b6f7c72 6b47cd459a14952b 82fb386a5b47b741 f5a84b4ef603a5f4 ab5b5ba8f1cb89be 0379f593b36a1dd8 eee1a3ccabea8e5d c2a68365efd026e5 a8d8a9fd35ab86f4 297d7a16bcc23db9 59da073cd3e7680b 3b38e471d60dc176 54e2af6d91225d71 d358644b7d4cc307 83b57f6e2fbe6cf0 dcdcbb0a060d020a 4fd6f49908e08c1e 15ddeecb930d4f8d 09bd099d65241e88
QcN46alMOqpAE50I,f9075c5549063c63 fae41dd969a99050 e3ac4995f4cd476a d3580e4f758a08a1 26388583fe42b87f eba2cc8c8ecef336 89d5e4a102328b0a f5c0b6e975629ea7 7b8e2acd7edb4ddc 840845c4fe9ba442 cf8b881b52188f2b b308d47410a46636 9e999755929baf38 c207062ef3be9dba 647754b1f68e08d5 14ebba70f442932c eda2c60a89e63b56 1f8ea6168f1bddb3 8d9c6c04212bf64b a6fa0c2925fd4270 d1ad16ff4131e6c1 1e33b48ebfd2fc24 610bdd79153340d1 12a2f6af38d3966b d02230fe7148d272 69ffcfc7c14913f7 cfd1607c20a6042d f032343ce917a26f b9144f0619e1ae69 9591c3a5933d9004 ddd76295790c84cb a85baed12dcffac7 d3b3f80e584bfe0c 10339996143c51c6 0d1acb8159c9bae8 693ef6cd6ed5ec8e 866e751cc97167ba 50345721e6966907 c57a310c38fffeeb 2d3a63ae0b2dbd8f 30071fe98de65328 8a1fa17860c15448 bfc663d61f261dc9 d3bd4c2f76635e4e 47d69610997d4822 63f18fbd15731e2b 3e853601e7332b3b e2be34561a46dc02 ee6a87be5b2b27dc 58fa2b026c09f47b
Q4BzK1C2QbMpWats,671ec869f80e7688 7cc855258cf6ed7e efb884a729e258b4 7d85212d723de304 841b9ab0f8027e7a 67c769c0188cee26 453636b090c3d49d 67c7c49bfaab55f5 20e2792b14789745 97dc61e01a914a8e 9be59b6411cf11cc 167627f1ca07c2f6 9ccdaa533a349c96 5dc47a12fca71d6c c0d26133a251808b 08c8ec546c71428a 97c93a97b9d1a0d2 5c42e75509da8ef4 93b8d7b11253295e a0c0ef62c80c3510 4d77637bf85a10bc ab7eda7453dc4744 24ed66de0bf5dc6f 46cef3bbff01cc98 c78a4cc5b4de5417 f5cd90124ae75ed4 0471c8f2cd3fe2f3 59576423fe00e3b2 e213b1a138b0dbc9 4acb33166aefd7db c5b355d18f2397b6 811ef25ecf305ae1 c302a84c719de657 6ef4517f34f4a79d 556aa734fe6231c0 5ed17bc9c21552b5 3e8fe8104f0fa243 935a7a8c18a23101 ce6223ec03da1d47 fdafca8b9e0bbca3 a539f70c96175a41 1679ce51048fd777 ec37406adf01737b 5ae65ce6f9ffa11c f3848ddae8c0c37f 7371e8390457dd94 48df650a90cf3709 80a009bbfb3f6f7b 4acd13afc12253bd d7dee04803e8d990
94UtW5eRuV3rcDEO,3c20d09240795139 cdd9f749958d3f82 72400063523b73ef bf121ca8e63ea494 524274c2d227d660 89ce608eb7222ea7 4729f8de96814711 61dcb2a462e54b70 035a00c2e4b35638 534bcf271df0cce8 ab18ad965eb4d116 0bc88004234a9cb7 dc7c5a6e928b1e1c c7867980b064e6c6 b432dd20d7370b83 454cd854cf16f9d7 304706946e182505 6a043732072918dc ad5139fd78a41fe1 6a6e82769b7332e7 972922d2d14eebbd a0f60cd9dd6cdc83 1fe50f3cb59c1b4a e8c8455d23f681b5 84a424b4414ed0e1 6fabf64c0905fc3a 98d8498571f09c18 87c690d45a25f35b e85afacad7565e13 a8b0ce6a110be36a 8f638f1be5480f28 1450a7c1e5bd2721 dec85246d325e30c af338223facf2c39 60ad998bf89d045a 98ba6011bd79b962 99d7815ecc655a6d bd5420b856e7c245 1f33cebf6b12fc65 2d6720b19d1ef159 901407c8c7603d1b 21c25cf805dfc37a caf385169ef284d0 d97e418dc642a621 54cd88214da06044 1a0e58a958856a25 4b112ea946bb43b6 c915bea9a36131d4 1ac8500f7b56b63a 79eaae6e1e72fccd
6dYxIAlZOriT6SHH,a4fb1fc05743e013 8d8024054828e9be 0af686fb84b9b92f 65c405ebfb147129 ac6047c275074c41 2457bd08a856697b af4a0a8b44ea790d 439eb894ba7fcb14 a3b708c188ac222c fd66068dd6ea25e9 a1f89a5af43b9a19 87b4c104770d541b 33bbaad367e21213 5b626abedfd9f773 165fec570e348d1f 42b765837f0af517 9ee2b11a31a70cf5 e289cd35cb30f3c5 dccbd749111ccd55 e1d2549ddd619574 f497405c6b65e650 a5f496caa1f907ea e0ec4ce02aea96fa becb102fbdfd31b5 ad17e496eca1e630 1b6cc24d7db0690d ed320480c91fd25c 77fbcf30b5d060d8 74ffa7ef7ba0f223 f3a1e0077ed35acb 46c7b1389a184d5d 90a1e47636781f66 ae406e2de3d49707 21eccf1d8d7c2df7 e9e1e3c16e984182 5d97071f0e305741 5904228759d8cd96 4399b8a5af2252a4 4900d53d1d130a31 4f1953df8100423f b69347732f1c593f 22f76a2f81c56e35 a027ff7b868b62bc 94e1cfc8ecc21be2 73106d5b38c9ec0f 042ee221af26aaa0 4208102b150ed623 cae7798067a4f333 8452970d76fe7289 75e3318057453f45
moFmX6XQY5SEz9hU,8cb482057f19610a 2c1a9e98964ac2e9 6d9043d370b9256b ff8c83488b07936e e15ec8d2e5920abd 5a77d476d355ef99 bbfe0f8454ef40ef ca8d5b9507dfc595 63229d195b66275b 21afe7016160704e 3de0bf75ae6d19a1 835e72268639dd09 8e7b4a439bada54c 8b28ecd85f97c622 d46529deee40cdde 5f0af11c55c93f37 dbb782dde1c41800 ddf05bb3413be9ac 92df5be1f9bf7bc0 c36574e886c6ae7a 920f37ddeba21964 47cae3e69c339f1a 2299e55af3e1d34c f6512b380f8b2e9c 9879311b1681e073 ea678b8d36451645 84653afed4262adb 2ac8f3a653a3eaf5 1e481248f4d31358 445eec11e8ccda32 72e79677d10ea5ca c38eaca8f33609a0 25efb9aae200ea73 f338dc60ed5fa61b db05a38694ba70c3 6c6b62ff8a753af7 5a9903a345570cae 4cfc593063028506 dd33a8af1ef1de93 2818f595650cb28d 9381da70f31c7c82 20277fdaf89ff58f cfcecefd6ef84b55 94e5c58453da58bd 8942532f249e1d54 99e955357cd52f41 5e0deb9f0d886c03 8a4ecb76b80c8b98 e149c3013c8274da 59dc3da62ce75b1f
R66chaldEN0epFjt,99504a447db7c9e4 c24ce13d01895854 69fcee637df221af 0fc323ba42b4e297 fad350ff33deeca7 4d8de295c89f1532 2e3ea7cf3cac3fef 2bd33044d79aa561 bdfce93504afe108 706aef11c086f2cc ed7535b081298136 5645052abdec64ee d85ac15a3fb338cd 58c60077ba4e94e9 e3390fac9af84c05 7fe3401678eee538 c7c36cce492b4cc1 d8c9cf470d09907a f0f3e1094458b193 d7c119f222db17c3 006b9e0de279c1bc d6c6a7e4de61a08d f0f11c34c2235bd2 3376c71987d67d37 2d0dcd2576249072 e175a70897c87e83 19bc507d1a84060a fc5cc6740d4f0391 2712af160c36ee0f dd935766cd1f4640 305b77574dd8a3b4 b5309211eee2dec9 b27cd53c200014b3 bd912bc7d29bda1b 9c827a21b7525142 0e6ababf746b094f 6317ca1cee9149d3 a6b1eef4b2251224 d66d0190151a3e74 cf035f9363ff5723 664f47459ce6904d b5e7c3018b92603f 45c28fd6260b744b 45acdc7ca2a2319f bd3c20af6671ec49 a6122e0ac5df3cc4 0b9b684499442bad bb38da5c1b46da4a 1f544aace7fa13b2 b7aa347ca120fdcf
LeWIzjoTRN8saOxg,a97a60e0b0c7371c bd2296ed4cea9659 3086070c012c8e23 adcdff6300cac5e8 5ca4d12a7066a061 21d795ce5d12a1a7 ff62e9f24bca34c4 0904dcce0360d5b6 59ad84f75ee98b4c 306a6fcc24b3c9bf 0b7c0b04d3858dae 74012473ecb6f929 8e7e64c30f92b48b c0dfe8e3e9c7d31d c06a4a823f8dcd23 e5bd0eef9b7217a3 0fbe3bf393bd7462 132b0768a0afd84c 6557cc5d11d0fbf7 6094c5b0a8227850 a4c4f780d720ea71 b351b2435b10dde2 74d109ec13995ce9 6a1402ef66bbdd4d b495056ef40d11d9 c9ec99ffcef43ebb 236cfc946d46f64b c288d0798a4b5a66 ce412ba63a3567e1 4c4a9f35845839ad d400282b720cc795 3817da59d8a460f0 dc5e6c841fe80b8f 0aa4988f7527044f b02d4ff96e1d8eac 0fdacb5f72a4b0e3 3aa0648373cadc9a 35fe26d7ff039862 ce8aab5622babae1 9188b7e3f628712a f838a0b7f0e285ad f8ec8b87125abb1a d36b76ffcde18075 de8cf8ade96088e7 06ea4f3075fc284c 6b702dbfe5fe38e2 ecee4df6d3c352c3 4e715e7422821833 da48e31afd462f43 7192770ef74d5952
YeC06bC3Bws9SfaN,15d6c65ea742a8ff 2077e588b04a1f3e eafb0d921301d2fb d71db9f4415ec353 1be7ea3abede7e51 c693679ec1d0ffb5 516023a085a94273 e95f452bb6921b0c ce3fcbcca26a1f5b afb8b4857b9e782e 036e1bb4542de152 075f0e435e410bb6 73aae6983e19a09c 7cd8ce86b84060e7 5611834f5684ddb8 d27574387b8bf91f c3f8de779006db26 d477d2c2fbc0622f c373c7f8eac0e77e 33e603bb72cd311c 473a42ca62d3f059 44c3a0c85aafb858 2525ca99d43fe87d aeadd019ceb0877e 55a108752cce7cd8 473abb8c9ab69448 c6158aeb65364c32 ade5b9e4c01c73e1 4d182bbbf84f4d5a 731d59964ef422c9 6307b9021b0ebe03 8f9b4d95123aa5eb 8a62280c5fbd7bc1 cf76823d50532023 9e6eabec90b58b06 0555754e6b7c4a24 56ab461798623d13 fe1e3b818b825552 d7ae79dcc88246b7 f74234818f5acb0c 4004b42056a24589 6331e804af6e98a8 73502d224d30ad09 876afdffb89daf9d c3dbf79930898026 a74f806123fb7678 1391e85172d88c21 c729acbe1f3b7353 2a13567f12be3269 bb0b959de6dbfa1a
Mkw7pexvDmMpFdzO,1c1d824f508ccdc1 ee30f3e3b4799044 ec5e279ee7d62823 111a52a681e1baac 170ca1689883d973 cf841255e2601b9d 57ff6765aa00ff0b 857a4368d8938a63 f529830ef1ed3538 0f5e95d753ae54a6 4a276dda1f585d09 1482a46fbe69df8b 2bd5fe6485d73b93 fbb861aa41b4feb1 784adf6580de86ce 72bcc05f20b9caa2 4502099bcdcd69d7 5d466e311ded5ecd 03f96ab03cad303d 8edf804759985f5d aa8f6e12e7a8a242 dab77307426c8b51 f3bd37249ac96c66 6edacb30e5c82291 99eb9fa23ba74b77 61e2607ae8e3d2b4 1f524763666d89b8 e40679b4fe71f985 023463d55ed5d2ab 3ac2ddd10a160ce1 e6541e32fa76e5a7 20b8dcc50215d8c7 64a71f9c9ed2fae8 d07f886e80733a7d 63d2a51550d05068 d0baa1eb8fe6f599 a7720a8204a66f6e 6fe043639208101d 06b8a3d53c59b14b 93f1aa6302d6eb79 3cd576ad75290ed0 d07e157f6c48efe2 232b1b2a3ac2f76e 6fa18aaef85e1784 93f6be36d0c4229e 9057898b440aa7a4 60f14f2b2c181d04 ae50a18ff2e89856 5c97adb8d64265ef dc09d916f2e0fa66
M1yUaCX37j5UCE6M,f1851cf6327922db fe8113c31dd663d5 69b23aa6257b66ea 2340858f580b8f2b 801065f01ec7471d 4711aadf17749757 ef72179daa448367 55f8ece9056e50f8 ecc0c384cfc32e9c 1b63c0257f6bbffb 9c54bb56f1427778 a9438720215cf72b 6325fff44326fafb 7ee7332ac6da9e7d 67b6e4e124768bfc 051d2861e217e7c4 7127da7f3cdc1aec 0fbba4484e5590fb e586f6befda610ef 8fa7b4c1988a2c6e f38cc553686859ce 9fb8f691078e2f23 c2fd0fc05768c164 174ae15d0d98ab0e 2344293f88a7c905 7f7aecd88f79a021 6635afabd629d12c c141b175d559a471 10b283285b9899da d348ac923558188e 1a0aac9a89c5233b 93e68cf7ffbfef7d d9b0c3036c6211c0 35b0ae8da97bbbbb d94a7c9b4521b16a da5a20e710a7ccb5 8e1e0d86b9b57d71 3a70bcb3086fd54b bc56b9f8e1bfac9e c42d3089733a1661 01201cec269da2ec 99061c5ab7c65ac7 e9d820489e1647f1 5508ebe97dec3a2f b50bc818e55c3d28 67bc5e55eea5bd81 49966f4bd5a85fb1 e865dce4e3da9478 304261cb5d71eab1 7e24cdbe36c6d8d4
qICpl1nghlMbD1sQ,f86a9d1243df3b56 477469f3115b08d6 6879876d12974c1c 638df4ff333c78ba 8bf45e3f2a30eb0a 36ca8b412025a827 3ad11bbac9368352 f6d1b59d9acb225e a5526b66afbaff6a e8b75e53d19a2185 ae43fb3eb66c4bee 21d90f6a839fa2ad 6ff991315ab63238 3abe26891ca22be7 5822aeb9f455ac6a 6c2071786224907f 6fbc07917bbdaab5 e3d8b8ea9c3a2a72 3cde410536706859 4e77018530eba667 13042035f041ca90 1d9cf7f8484882bf 848bf7d29d910db7 7ef6551852f70608 a34cdb57041f25ce 88e608289b1c3e3d fe74931c81a80ed8 fabda12531973707 ff0c712f48b86880 28f2de6bdefc1dc9 f2585d74397aaed2 6a9b6c5dac7f8681 e762c3b78b9a6fb1 99a31d9e5bd6eda8 516596aa025155da 932e437a6e446a35 ca141440896bad49 359d2c8507ecb366 24eeff582a45d4ec 5699a7f40776afe8 c19f964c0ce1e9e1 ffef637ca4978f59 76be06b40701cb76 c9619e2c43d67559 e31964dd745a581d 487a5c78aada0e3c 53827c696fc2f94d 1e15d7d3e07e1f69 023389c895d6fc9b 82edabfb3f0ee638
